Unnamed: 0,user_id,age,isbn,rating,book_title,book_author,year_of_publication,publisher,Language,city,state,country
784,1863,43.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,feucht,bayern,germany
785,1903,36.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hualien,taiwan,taiwan
786,2268,22.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,coruña,galicia,spain
787,2411,37.0,0971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,lake city,florida,usa
788,2766,42.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,frisco,texas,usa
789,2830,13.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,adelaide,south australia,australia
790,2977,25.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,richland,washington,usa
791,3032,40.0,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,sydney,new south wales,australia
792,3363,29.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,knoxville,tennessee,usa
793,3556,68.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bismarck,north dakota,usa
794,4092,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hixson,tennessee,usa
795,4131,51.0,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,hemel hempstead,england,united kingdom
796,4243,52.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wheelers hill,victoria,australia
797,4285,50.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,adrian,michigan,usa
798,4514,23.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,vila nova de famalicão,braga,portugal
799,4571,23.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,melbourne,victoria,australia
800,4781,47.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,manchester,new hampshire,usa
801,4784,21.0,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,arvada,colorado,usa
802,5126,53.0,0971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,chula vista,california,usa
803,5264,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hannover,niedersachsen,germany
804,5471,60.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,barcelona,catalunya,spain
805,5506,19.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,cortlandt manor,new york,usa
806,5543,29.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,cumberland,maryland,usa
807,5581,22.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,newtown,new south wales,australia
808,5604,48.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,hattenhofen,bayern,germany
809,5815,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,rockville,maryland,usa
810,5916,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,vermont,victoria,australia
811,6095,19.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,elmore city,oklahoma,usa
812,6120,36.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,elizabethtown,kentucky,usa
813,6251,32.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wahiawa,hawaii,usa
814,6431,30.0,0971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,wylie,texas,usa
815,6507,26.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san sebastián,guipúzcoa,spain
816,6543,34.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,strafford,missouri,usa
817,7105,34.74389988072476,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,chertsey,england,united kingdom
818,7125,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,apo,ae,usa
819,7158,30.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,omaha,nebraska,usa
820,7286,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,pasco,washington,usa
821,7426,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,la,california,usa
822,7515,45.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,canberra,australian capital territory,australia
823,7864,17.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,klang,selangor,malaysia
824,8361,23.0,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,melbourne,victoria,australia
825,8453,47.0,0971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,berkeley,california,usa
826,8529,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,logroño,la rioja,spain
827,8660,25.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,innsbruck,tirol,austria
828,8674,29.0,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,singapore,,singapore
829,8681,34.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,orlando,florida,usa
830,8685,32.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,marietta,georgia,usa
831,9080,20.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,campinas,sao paulo,brazil
832,9224,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,woodbridge,suffolk,united kingdom
833,9260,34.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hannover,niedersachsen,germany
834,9381,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bagshot,surrey,united kingdom
835,9414,37.0,0971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,ipswich,suffolk,united kingdom
836,9571,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,reinbek,schleswig-holstein,germany
837,9642,14.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,forster-tuncurry,new south wales,australia
838,9908,36.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,woodstock,georgia,usa
839,9979,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,brampton,ontario,canada
840,10118,44.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,minneapolis,minnesota,usa
841,10338,15.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,azusa,california,usa
842,10494,25.0,0971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,phoenix,arizona,usa
843,10532,29.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,shipley,west yorkshire,united kingdom
844,10570,34.74389988072476,0971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,singapore,,singapore
845,10590,22.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,shah alam,selangor,malaysia
846,10649,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,buenos aires,buenos aires,argentina
847,10730,26.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,los angeles,california,usa
848,10819,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,richmond,kentucky,usa
849,11120,58.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kerava,uusimaa,finland
850,11224,51.0,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,tumwater,washington,usa
851,11245,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,scarborough,ontario,canada
852,11554,35.0,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,houston,texas,usa
853,11676,34.74389988072476,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,,,
854,11690,30.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,landau,rheinland-pfalz,germany
855,11724,42.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,west lawn,pennsylvania,usa
856,11768,14.0,0971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,jalandhar cantt,punjab,india
857,11808,52.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,città di castello,umbria,italy
858,11832,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,juneau,alaska,usa
859,11944,21.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,santo tirso,porto,portugal
860,11993,37.0,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,lakewood,colorado,usa
861,12189,24.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,ourense,galicia,spain
862,12264,39.0,0971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,kuna,idaho,usa
863,12272,18.0,0971880107,10,Wild Animus,Rich Shapero,2004.0,Too Far,en,ploiesti,prahova,romania
864,12331,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,athens,,greece
865,12512,34.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,deventer,overijssel,netherlands
866,12835,38.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hamburg,hamburg,germany
867,13057,47.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,mason,ohio,usa
868,13088,14.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,piacenza,emilia romagna,italy
869,13093,29.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,zaragoza,aragon,spain
870,13221,45.0,0971880107,9,Wild Animus,Rich Shapero,2004.0,Too Far,en,iqaluit,nunavut,canada
871,13479,31.0,0971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,rotterdam,zuid holland,netherlands
872,13600,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,athens,athens,greece
873,13664,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,escondido,california,usa
874,13722,41.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,benton,arkansas,usa
875,13891,58.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,ashtabula,ohio,usa
876,14015,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,arrasate,gipuzkoa,spain
877,14049,34.74389988072476,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,burnaby,british columbia,canada
878,14079,41.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,valencia,valencia,spain
879,14203,76.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lake munmorah,new south wales,australia
880,14212,46.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,americus,georgia,usa
881,14288,52.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,oakland,maine,usa
882,14336,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,manchester,new hampshire,usa
883,14387,35.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,coalville,leicestershire,"england, united kingdom"
884,14461,31.0,0971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,aachen,nordrhein-westfalen,germany
885,15049,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,benbrook,texas,usa
886,15053,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bonn,nordrhein-westfalen,germany
887,15418,23.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,vitoria,álava,spain
888,15439,38.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,winter park,florida,usa
889,15459,34.74389988072476,0971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,grantsburg,wisconsin,usa
890,15523,22.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,seri kembangan,selangor,malaysia
891,15957,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sydney,new south wales,australia
892,15982,33.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,atlanta,georgia,usa
893,16086,39.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,isle of wight,england,united kingdom
894,16130,34.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hercules,california,usa
895,16151,39.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hobart,tasmania,australia
896,16155,47.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kuala lumpur,,malaysia
897,16263,34.74389988072476,0971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,ashland,wisconsin,usa
898,16319,43.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,keith,south australia,australia
899,16504,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kuching,sarawak,malaysia
900,16634,42.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,little rock,arkansas,usa
901,16783,14.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lebanon,new jersey,usa
902,16795,47.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,mechanicsville,maryland,usa
903,16943,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sydney,new south wales,australia
904,16999,48.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,alexandria,virginia,usa
905,17201,42.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,las cruces,new mexico,usa
906,17282,38.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,irwin,pennsylvania,usa
907,17507,37.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,dublin,dublin,ireland
908,17842,21.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,washington,dc,usa
909,17890,17.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wisconsin rapids,wisconsin,usa
910,17950,32.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,puchong,selangor,malaysia
911,18039,56.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,southfield,michigan,usa
912,18097,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kiel,schleswig-holstein,germany
913,18199,56.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,highlands ranch,colorado,usa
914,18323,41.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,augusta,maine,usa
915,18527,45.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,shiraz,fars,iran
916,18542,16.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san diego,california,usa
917,19085,60.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,menomonie,wisconsin,usa
918,19117,14.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,ormeau,queensland,australia
919,19164,40.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,meadow lake,saskatchewan,canada
920,19817,24.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,cologne/köln,nordrhein-westfalen,germany
921,19974,30.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bradford,england,united kingdom
922,20060,48.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,baltimore,maryland,usa
923,20147,34.74389988072476,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,cincinnati,ohio,usa
924,20201,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,grove city,ohio,usa
925,20401,25.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,graz,steiermark,austria
926,20858,24.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,siegburg,nordrhein-westfalen,germany
927,20911,50.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,katy,texas,usa
928,20983,45.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,villas,new jersey,usa
929,21031,36.0,0971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,alexandria,virginia,usa
930,21252,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,duluth,minnesota,usa
931,21268,56.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,blacksburg,south carolina,usa
932,21364,32.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san diego,california,usa
933,21368,30.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,currie,midlothian,united kingdom
934,21404,34.74389988072476,0971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,west vancouver,british columbia,canada
935,21484,21.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,madison,wisconsin,usa
936,21518,59.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,cleveland,tennessee,usa
937,21576,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,memphis,tennessee,usa
938,21659,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san jose,california,usa
939,21660,52.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,chattanooga,tennessee,usa
940,21860,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bellingham,washington,usa
941,22012,34.74389988072476,0971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,canberra,australian capital territory,australia
942,22082,26.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,rio de janeiro,rio de janeiro,brazil
943,22121,33.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,edinburgh,scotland,united kingdom
944,22338,33.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,florissant,missouri,usa
945,22343,21.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lisbon,lisbon,portugal
946,22362,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,fresno,california,usa
947,22625,54.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lynbrook,new york,usa
948,22648,35.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,selestat,alsace,france
949,22710,33.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bochum,nordrhein-westfalen,germany
950,22981,23.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,rennes,bretagne,france
951,23021,17.0,0971880107,10,Wild Animus,Rich Shapero,2004.0,Too Far,en,san diego,california,usa
952,23296,71.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,rye,victoria,australia
953,23366,54.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sidney,nebraska,usa
954,23571,41.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,burbank,california,usa
955,23680,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,carmichael,",",
956,23768,45.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,st. louis,missouri,usa
957,23902,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,london,england,united kingdom
958,24188,34.74389988072476,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,college park,maryland,usa
959,24194,20.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,palos hills,illinois,usa
960,24261,55.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,manchester,connecticut,usa
961,24307,21.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,oakville,ontario,canada
962,24539,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,cabrils,catalunya,spain
963,24544,40.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,orlando,florida,usa
964,24664,34.74389988072476,0971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,nelas,beira litoral,portugal
965,24921,29.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,higley,arizona,usa
966,25335,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,barreiro,barreiro,portugal
967,25395,65.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,moyock,north carolina,usa
968,25419,16.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,adelaide,south australia,australia
969,25533,38.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,derby,derbyshire,united kingdom
970,25583,34.74389988072476,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,worcester,massachusetts,usa
971,25636,48.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lincolnshire,england,united kingdom
972,25695,32.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,albq,new mexico,usa
973,25768,34.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,toodyay,western australia,australia
974,25890,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,ridgewood,nj,usa
975,25893,23.0,0971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,merseburg,sachsen-anhalt,germany
976,25895,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,smyrna,georgia,usa
977,26354,44.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,cotuit,massachusetts,usa
978,26371,65.0,0971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,vancouver,british columbia,canada
979,26443,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,malakoff,hauts-de-seine,france
980,26509,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,baltimore,maryland,usa
981,26525,56.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,mountain view,california,usa
982,26583,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,dollard des ormeaux,quebec,canada
983,26706,28.0,0971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,st. louis,missouri,usa
984,26806,15.0,0971880107,9,Wild Animus,Rich Shapero,2004.0,Too Far,en,kempsey,new south wales,australia
985,26813,28.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,città di castello,umbria,italy
986,26979,34.74389988072476,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,winnipeg,manitoba,canada
987,27115,24.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wuppertal,nordrhein-westfalen,germany
988,27140,49.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,baltimore,maryland,usa
989,27462,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lima,ohio,usa
990,27568,60.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,market drayton,england,united kingdom
991,27650,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,canberra,australian capital territory,australia
992,27740,57.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san diego,,usa
993,27795,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,modesto,california,usa
994,27812,33.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,long beach,california,usa
995,27813,34.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,boerne,texas,usa
996,28091,34.74389988072476,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,fort collins,colorado,usa
997,28204,61.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,south ohio,nova scotia,canada
998,28262,39.0,0971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,mckinleyville,california,usa
999,28360,15.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,oakwood,georgia,usa
1000,28492,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,slough,england,united kingdom
1001,28589,31.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,murrieta,california,usa
1002,28591,33.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,michie,tennessee,usa
1003,28632,37.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,vancouver,washington,usa
1004,28648,17.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kalona,iowa,usa
1005,28663,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sant cugat del vallès,barcelona,spain
1006,28735,58.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,hannover,niedersachsen,germany
1007,28764,22.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,christchurch,canterbury,new zealand
1008,28800,69.0,0971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,03770 el verger,(alacant),spain
1009,28804,50.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,cardinal,ontario,canada
1010,28938,38.0,0971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,asheville,north carolina,usa
1011,29259,39.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,mt. airy,,usa
1012,29446,18.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,reading,england,united kingdom
1013,29573,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,newcastle,new south wales,australia
1014,29694,40.0,0971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,melbourne,victoria,australia
1015,29702,52.0,0971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,chicago,",",
1016,29855,53.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,morris,connecticut,usa
1017,30144,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,apo,armed forces europe,usa
1018,30261,27.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,manchester,missouri,usa
1019,30273,25.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,naples,florida,usa
1020,30341,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,union,maine,usa
1021,30445,23.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kuala lumpur,",",
1022,30509,51.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,norwich,norfolk,united kingdom
1023,30527,41.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,charlotte,north carolina,usa
1024,30533,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,charleston,south carolina,usa
1025,30712,34.74389988072476,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,edinburgh,scotland,united kingdom
1026,30727,26.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,grossenhain,sachsen,germany
1027,30806,24.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,halifax,nova scotia,canada
1028,30898,43.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,richmond,virginia,usa
1029,30972,47.0,0971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,columbiana,alabama,usa
1030,31255,57.0,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lakewood,washington,usa
